,id,source,lang,full_text,source_url,retweet_count,favorite_count,id_str,user,author,hashtags,quoted_status_id,quoted_status_id_str,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_screen_name,in_reply_to_user_id_str,in_reply_to_user_id
10,1387589275986776067,TweetDeck,en,"RT @narendramodi: Last phase of the 2021 West Bengal elections takes place today. In line with the COVID-19 protocols, I call upon people t…",https://about.twitter.com/products/tweetdeck,5748,0,1387589275986776067,BJP4Bengal,BJP4Bengal,,,,,,,,
11,1387589231405539336,TweetDeck,und,"RT @BJP4India: শেষ দফায় ভোট দিয়ে সোনার বাংলা গড়ে তুলুন।

Vote for transformation, vote for New Bengal. https://t.co/y3ttaqC4rn",https://about.twitter.com/products/tweetdeck,285,0,1387589231405539336,BJP4Bengal,BJP4Bengal,,,,,,,,
12,1387579889235025924,TweetDeck,bn,"পশ্চিমবঙ্গে বিধানসভা নির্বাচনের আজ অষ্টম দফার ভোট। প্রত্যেক ভোটারের কাছে আমাদের আবেদন, গণতন্ত্রের এই উৎসবে প্রত্যেকে অংশ নিন এবং নিজের ভোট নিজে দিন।

অবশ্যই মাস্ক ব্যবহার করুন এবং সামাজিক দূরত্ব বজায় রাখুন। https://t.co/G0uYXx7dYa",https://about.twitter.com/products/tweetdeck,112,257,1387579889235025924,BJP4Bengal,BJP4Bengal,,,,,,,,
13,1387459093502246912,TweetDeck,bn,"এবার সংস্কৃতি, এবার বিজেপি। https://t.co/x1vhh7zBLW",https://about.twitter.com/products/tweetdeck,123,262,1387459093502246912,BJP4Bengal,BJP4Bengal,,,,,,,,
14,1387451554437820416,TweetDeck,bn,"এবার কৃষক , এবার বিজেপি। https://t.co/m6ftPQANce",https://about.twitter.com/products/tweetdeck,125,187,1387451554437820416,BJP4Bengal,BJP4Bengal,,,,,,,,
15,1387443997040287745,TweetDeck,bn,"এবার পরিকাঠামো, এবার বিজেপি। https://t.co/R11Udx1Cku",https://about.twitter.com/products/tweetdeck,138,216,1387443997040287745,BJP4Bengal,BJP4Bengal,,,,,,,,
16,1387426000049299459,TweetDeck,bn,"এবার নতুন কলকাতা , এবার বিজেপি। https://t.co/ae8LD5GblD",https://about.twitter.com/products/tweetdeck,126,258,1387426000049299459,BJP4Bengal,BJP4Bengal,,,,,,,,
17,1387422544228085760,TweetDeck,en,RT @JPNadda: I thank PM Shri @narendramodi ji for sanctioning the procurement of 1 lakh portable oxygen concentrators &amp; 500 more PSA oxygen…,https://about.twitter.com/products/tweetdeck,1087,0,1387422544228085760,BJP4Bengal,BJP4Bengal,,,,,,,,
18,1387377839033380873,TweetDeck,bn,"এবার নতুন কলকাতা , এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। https://t.co/NeMNUPEnkF",https://about.twitter.com/products/tweetdeck,144,294,1387377839033380873,BJP4Bengal,BJP4Bengal,,,,,,,,
19,1387355254207836160,TweetDeck,bn,"এবার নতুন কলকাতা , এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। https://t.co/cnActIMH7J",https://about.twitter.com/products/tweetdeck,144,224,1387355254207836160,BJP4Bengal,BJP4Bengal,,,,,,,,
20,1387339650096844800,TweetDeck,bn,করোনা পরিস্থিতি সামলাতে ব্যর্থ পিসি! https://t.co/pUEQfOcoll,https://about.twitter.com/products/tweetdeck,235,527,1387339650096844800,BJP4Bengal,BJP4Bengal,,,,,,,,
21,1387326972863291392,TweetDeck,bn,"করোনা মহামারীর এই সংকটে মোদী সরকার রেল থেকে সমুদ্র এবং মাটি থেকে আকাশ সর্বত্র ভারতীয়দের সুরক্ষার জন্য যথাসাধ্য চেষ্টা করছে।

 #IndiaFightsCorona https://t.co/ZLfGwdMUiR",https://about.twitter.com/products/tweetdeck,150,240,1387326972863291392,BJP4Bengal,BJP4Bengal,['IndiaFightsCorona'],,,,,,,
22,1387310924206198785,TweetDeck,bn,COVID-19 এর সাথে যুদ্ধে অংশ নিতে প্রাক্তন সামরিক বাহিনী প্রস্তুত। https://t.co/Urb8JH5bWS,https://about.twitter.com/products/tweetdeck,197,380,1387310924206198785,BJP4Bengal,BJP4Bengal,,,,,,,,
23,1387293130685173760,Twitter Media Studio,bn,"করোনায় মৃত্যুও রাজ্যে চলছে  পিসির নতুন ব্যবসা

ছিঃ! মানুষের মৃত্যুর পরেও পিসির সরকার নিচ্ছে কাটমানি। https://t.co/KTyJOohVxG",https://studio.twitter.com,191,220,1387293130685173760,BJP4Bengal,BJP4Bengal,,,,,,,,
24,1387270350761824258,TweetDeck,bn,"এবার মহিলা, এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। https://t.co/6xrIE046dr",https://about.twitter.com/products/tweetdeck,171,293,1387270350761824258,BJP4Bengal,BJP4Bengal,,,,,,,,
25,1387262800326762496,TweetDeck,bn,"চলতি বছরে মে ও জুন মাসে সকলকে বিনামূল্যে রেশন দেবে মোদী সরকার। 

বর্তমান করোনা পরিস্থিতিতে জনসাধারণের স্বার্থে যুগান্তকারী সিদ্ধান্ত নিলেন মোদী জি। https://t.co/xexjNsvAZj",https://about.twitter.com/products/tweetdeck,151,298,1387262800326762496,BJP4Bengal,BJP4Bengal,,,,,,,,
26,1387247700203216897,Twitter Media Studio,bn,"মমতা ব্যানার্জি বাংলার কোভিড পরিস্থিতিকে সর্বদা অস্বীকার করে এসেছেন। 

১৯ ই এপ্রিল ২০২১ এ তিনি বলেন যে কোভিডের কারণে বাংলায় ১০হাজার  লোকের মৃত্যু হয়েছে এই তথ্য ভুল, তার কাছে কোনও তথ্য নেই।

যেখানে ২৭ শে ফেব্রুয়ারি ২০২১-এ নির্বাচন ঘোষণার আগেই বাংলায় ১০ হাজার মৃত্যু হয়েছে । https://t.co/NIm3OmHoRr",https://studio.twitter.com,167,236,1387247700203216897,BJP4Bengal,BJP4Bengal,,,,,,,,
27,1387240156978204672,TweetDeck,bn,"এবার সংস্কৃতি, এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। https://t.co/DpFGbIai8U",https://about.twitter.com/products/tweetdeck,149,422,1387240156978204672,BJP4Bengal,BJP4Bengal,,,,,,,,
28,1387232600985509889,TweetDeck,bn,"এবার স্বাস্থ্য, এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। https://t.co/5AlnVjLQpK",https://about.twitter.com/products/tweetdeck,133,200,1387232600985509889,BJP4Bengal,BJP4Bengal,,,,,,,,
29,1387089157269254144,TweetDeck,bn,"বাংলার নির্বাচনে করোনার সাথে লড়াইতে সম্পূর্ণ সাবধানতা নিচ্ছে
নির্বাচন কমিশন 

- পোলিং বুথ গুলিকে স্যানিটাইজ করা হচ্ছে
- সামাজিক দূরত্বের মাধ্যমে ভোটদান হচ্ছে

তবুও পিসি তার ব্যর্থতার 
ব্যার্থতার দায়  নির্বাচন কমিশনের ওপর চাপিয়ে  দিচ্ছেন। https://t.co/G0inQcUcgs",https://about.twitter.com/products/tweetdeck,130,179,1387089157269254144,BJP4Bengal,BJP4Bengal,,,,,,,,
30,1387077717661667331,TweetDeck,bn,"এবার স্বাস্থ্য, এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। #PishiTomarKhelaShesh https://t.co/1LxswrEGQw",https://about.twitter.com/products/tweetdeck,139,231,1387077717661667331,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
31,1387066508069810176,Twitter Media Studio,bn,"এবার সোনার বাংলা, এবার বিজেপি।

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। #PishiTomarKhelaShesh https://t.co/ZFnuQtwcVI",https://studio.twitter.com,162,228,1387066508069810176,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
32,1387058963330392067,TweetDeck,bn,"এবার স্বাস্থ্য, এবার বিজেপি।

তিনটি নতুন আধুনিক প্রযুক্তি যুক্ত স্বাস্থ্যকেন্দ্র এইমস (AIIMS) তৈরি করা হবে উত্তরবঙ্গ, জঙ্গলমহল এবং সুন্দরবনে।
 
বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। #PishiTomarKhelaShesh https://t.co/UOBlzS3x3S",https://about.twitter.com/products/tweetdeck,134,165,1387058963330392067,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
33,1387051409930129408,Twitter Media Studio,bn,"দেখুন রাজ্যের সঙ্কট জনক পরিস্থিতিতেও মিলছে হৃদয়হীন মানসিকতার পরিচয়। 

এটাই কি পিসির রাজ্যে স্বাস্থ্য ব্যবস্থার প্রকৃত দৃশ্য?  #PishiTomarKhelaShesh https://t.co/Q4Ha5yE0EX",https://studio.twitter.com,138,104,1387051409930129408,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
34,1387043862510702592,TweetDeck,bn,"জনস্বার্থে প্রচারিত

তৃণমূলের অত্যাচার থেকে মুক্তি পেতে একমাত্র বিকল্প বিজেপি, তৃণমূলকে হারিয়ে বাংলার মুখে হাসি ফোটান। #PishiTomarKhelaShesh https://t.co/vtXHt6Gduy",https://about.twitter.com/products/tweetdeck,176,285,1387043862510702592,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
35,1387036310250999808,Twitter Media Studio,bn,"করোনা মোকাবিলায় সহযোগিতা করেনি রাজ্য, করেছে রাজনীতি : শ্রী @SamikBJP 

#PishiTomarKhelaShesh https://t.co/uivFvlwlNg",https://studio.twitter.com,112,119,1387036310250999808,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
36,1387028950744932354,Twitter Media Studio,bn,"কেন্দ্রীয় সরকারের সহায়তায় করোনাকে হারিয়ে মানুষ জিতবে : শ্রী @SamikBJP 

#PishiTomarKhelaShesh https://t.co/Q2N0dgQtpX",https://studio.twitter.com,127,152,1387028950744932354,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
37,1387021337000964102,TweetDeck,bn,২০২১ সালের মে এবং জুন মাসে মোদি সরকার 'প্রধানমন্ত্রী গরিব কল্যাণ অন্ন যোজনার' মাধ্যমে বিনামূল্যে খাদ্যশস্য প্রদানের ব্যবস্থা করতে চলেছে।  #PishiTomarKhelaShesh https://t.co/13eojmMJjZ,https://about.twitter.com/products/tweetdeck,173,249,1387021337000964102,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
38,1386980517141041155,Twitter Media Studio,bn,"এবার বিকাশ, এবার বিজেপি 

বাংলায় আসল পরিবর্তন আনতে বিজেপিকে ভোট দিন। #PishiTomarKhelaShesh https://t.co/Y01qhtc5aJ",https://studio.twitter.com,197,212,1386980517141041155,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
39,1386965785961136128,Twitter Media Studio,bn,বাংলার জনগণের স্পষ্ট রায় #PishiTomarKhelaShesh https://t.co/LUY6a0BNzC,https://studio.twitter.com,370,569,1386965785961136128,BJP4Bengal,BJP4Bengal,['PishiTomarKhelaShesh'],,,,,,,
40,1386957645211332610,Twitter Media Studio,bn,"মমতা পিসি বলছেন রাজ্যে ভ্যাকসিন নাকি কেন্দ্র দিচ্ছেনা বলে বারবার অভিযোগ করছেন, অথচ পশ্চিমবঙ্গেই এক মেডিক্যাল অফিসার বলছেন প্রচুর ভ্যাকসিন নষ্ট হচ্ছে!

মানুষের জীবন নিয়ে পিসির রাজনীতি অব্যাহত! 

ভিডিও সৌজন্যে : আরামবাগ টিভি https://t.co/u67bxtcU9b",https://studio.twitter.com,251,403,1386957645211332610,BJP4Bengal,BJP4Bengal,,,,,,,,
41,1386937310101475329,TweetDeck,bn,"ফল ঘোষণার পর বিজয় মিছিল বা জমায়েত করা যাবেনা, নির্বাচন কমিশনের এই সিদ্ধান্তকে আমরা স্বাগত জানাই। 

আমরা সকল জেলা নেতৃত্ব এবং কার্যকর্তাগণদের উদ্দেশ্যে জানাচ্ছি কঠোর ভাবে এই নিয়ম পালন করুন। এই সময় আমরা আমাদের শক্তিকে ব্যবহার করি যারা বিপদের মধ্যে আছেন তাদের সাহায্য করে। https://t.co/OG8J8DTAKq",https://about.twitter.com/products/tweetdeck,358,673,1386937310101475329,BJP4Bengal,BJP4Bengal,,,,,,,,
42,1386931192868442115,TweetDeck,bn,সকলকে শ্রী হনুমান জয়ন্তীর আন্তরিক শুভেচ্ছা। https://t.co/JEHzC4DWzK,https://about.twitter.com/products/tweetdeck,219,578,1386931192868442115,BJP4Bengal,BJP4Bengal,,,,,,,,
43,1386930847417180161,TweetDeck,en,RT @JPNadda: I welcome the decision of the ECI banning celebrations and processions of electoral victories. I have directed all state units…,https://about.twitter.com/products/tweetdeck,2548,0,1386930847417180161,BJP4Bengal,BJP4Bengal,,,,,,,,
44,1386930359166717952,Twitter Media Studio,bn,"প্রধানমন্ত্রী গরীব কল্যাণ অন্ন যোজনা-২০২১ বিনামূল্যে দেশবাসীকে খাদ্য সরবরাহ করবে মোদী সরকার। 

▫️৫ কেজি করে খাদ্যসামগ্রী মে এবং জুন মাসে প্রদান করা হবে সমস্ত দেশবাসীকে 

▫️প্রায় ৮০ কোটি মানুষ এর দ্বারা উপকৃত হবেন 

▫️এই খাতে কেন্দ্রীয় সরকার ২৬,০০০ কোটি টাকা ব্যয় করবে https://t.co/b2NbUWXRBV",https://studio.twitter.com,118,146,1386930359166717952,BJP4Bengal,BJP4Bengal,,,,,,,,
45,1386915512102256645,Twitter Media Studio,bn,"ভারতের প্রতিটি জেলায় স্থাপিত হতে চলেছে মেডিকেল অক্সিজেন জেনারেশন প্ল্যান্ট।

এটি প্রতিটি জেলায় অক্সিজেন সরবরাহ কে নিশ্চিত করতে সহায়তা করবে। https://t.co/NOyAcRv5xr",https://studio.twitter.com,131,227,1386915512102256645,BJP4Bengal,BJP4Bengal,,,,,,,,
46,1386900411886440456,Twitter Media Studio,bn,প্রধানমন্ত্রী নরেন্দ্র মোদী জীর নেতৃত্বে  বিশ্বের বৃহত্তম এবং দ্রুততম টিকাকরণে  প্রথম হল ভারত। #IndiaFightsCorona https://t.co/KE6XP90MN8,https://studio.twitter.com,187,362,1386900411886440456,BJP4Bengal,BJP4Bengal,['IndiaFightsCorona'],,,,,,,
47,1386885313373507586,Twitter Media Studio,bn,"১৮বছরের ঊর্ধ্বে এবং টিকা করণের জন্য প্রস্তুত ?

২৮ এপ্রিল থেকে নিবন্ধীকরণ প্রক্রিয়া শুরু | টিকাদান প্রক্রিয়া  শুরু হচ্ছে ১ লা মে থেকে। https://t.co/3GVBshj1j1",https://studio.twitter.com,116,186,1386885313373507586,BJP4Bengal,BJP4Bengal,,,,,,,,
48,1386872788951044097,Twitter Media Studio,bn,"করোনা বিধি মেনে চলুন।

করোনাকে নয় একদম ভয়।
 উপযুক্ত ঔষধ আর সর্তকতাই আনবে করোনার বিরুদ্ধে জয়। https://t.co/OTgVqGePEd",https://studio.twitter.com,135,168,1386872788951044097,BJP4Bengal,BJP4Bengal,,,,,,,,
49,1386696579948716035,Twitter Media Studio,bn,"বিজেপি বলে সবার সঙ্গে সবার বিকাশ,
 তৃণমূল বলে খালি 'ঘেরাও কর' : শ্রী @JPNadda জী।  #EbarBJPEbarSonarBangla https://t.co/2sFoUA45HQ",https://studio.twitter.com,182,259,1386696579948716035,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
50,1386689020705583105,Twitter Media Studio,bn,বিজেপি যেখানে নির্বাচনে উচ্চনীতির প্রয়োগ করেছে সেখানে দিদি নিম্নস্তরের রাজনীতি করে চলেছে : শ্রী @JPNadda জী।  #EbarBJPEbarSonarBangla https://t.co/cdqIpGdmnd,https://studio.twitter.com,131,147,1386689020705583105,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
51,1386682728314245121,Twitter Media Studio,bn,সপ্তম দফার পর এটা নিশ্চিত যে জনতাও সোনার বাংলা চাইছে : শ্রী @JPNadda জী।  #EbarBJPEbarSonarBangla https://t.co/0SoyjT0mVB,https://studio.twitter.com,173,277,1386682728314245121,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
52,1386676436258353152,Twitter Media Studio,bn,মমতা ভ্যাকসিন নিয়ে আপনার ছলনা প্রকাশ্যে চলে এসেছে : শ্রী @JPNadda জী।  #EbarBJPEbarSonarBangla https://t.co/rRIKva4PCl,https://studio.twitter.com,156,186,1386676436258353152,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
53,1386668493416779780,Twitter Media Studio,bn,"এই নির্বাচন কারোর একার জন্য নয়,
এটা বাংলার ভবিষ্যৎ, সোনার বাংলা বানানোর নির্বাচন : শ্রী @JPNadda জী।  #EbarBJPEbarSonarBangla https://t.co/exFTS5Itol",https://studio.twitter.com,136,121,1386668493416779780,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
54,1386658385022525442,TweetDeck,bn,"বাংলা ভাষার মাধুর্যতা সম্পর্কে সবাই জানে।

কিন্তু দিদি প্রধানমন্ত্রী, স্বরাষ্ট্রমন্ত্রীকে এমন বাজে ভাষায় আক্রমণ করেছে তা কখনো বাংলা সংস্কৃতি হতে পারে না। 

এমনকি আমার নামের সঙ্গে এমন অলংকার জুড়েছে সেটাও বাংলার সংস্কৃতি নয়।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla",https://about.twitter.com/products/tweetdeck,117,122,1386658385022525442,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
55,1386657927558090754,TweetDeck,bn,"আমরা বাংলার মানুষ, আমরা বাংলার মাটির চিন্তা করি, আমরাই বলেছি যে ""হোয়াট বেঙ্গল থিঙ্কস টুডে, ইন্ডিয়া থিঙ্কস টুমোরো।""

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla https://t.co/xXhlNq3hU5",https://about.twitter.com/products/tweetdeck,100,110,1386657927558090754,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
56,1386657832733339649,TweetDeck,bn,"আমি বাংলার সমস্ত জনগণকে ধন্যবাদ জানাবো, নির্বাচন কমিশনকেও ধন্যবাদ জানাবো যে সমস্ত রকম শাসকদলের প্রয়াসকে ব্যর্থ করে সুষ্ঠুভাবে নির্বাচন হয়েছে।  বাংলার মানুষ বিজেপির পাশে দাঁড়িয়েছে।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla",https://about.twitter.com/products/tweetdeck,119,134,1386657832733339649,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
57,1386657741654020096,TweetDeck,bn,"এখন দিদি বাংলার পুলিশ কেও  হুমকি দিচ্ছেন। তিনি বলছেন ২ তারিখের পরে তো আমিই ক্ষমতায় থাকবো।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla",https://about.twitter.com/products/tweetdeck,111,130,1386657741654020096,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
58,1386656603366035456,TweetDeck,bn,"বাংলার জনগণ এটা খুব ভাল করেই বুঝে গেছে যে  দশ বছরে শাসক দল শুধুমাত্র কাটমানি,তোষামোদের আর দুর্নীতির শাসন চালিয়েছে এবং তারাও এর থেকে মুক্তি চাইছে।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla https://t.co/reW4CDW75y",https://about.twitter.com/products/tweetdeck,108,112,1386656603366035456,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
59,1386656517361831938,TweetDeck,bn,"বাংলার মানুষ স্পষ্ট ভাবে মেনে নিয়েছেন যে তৃণমূলের ১০ বছরের সরকার তোলাবাজির সরকার, তুষ্টিকরণের সরকার, স্বৈরাচারী সরকার এবং ভয় দেখিয়ে এই নির্বাচন জেতার প্রচেষ্টা করেছে।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla",https://about.twitter.com/products/tweetdeck,116,190,1386656517361831938,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
60,1386656378119286784,TweetDeck,bn,"তোলাবাজি, তুষ্টিকরণ, স্বৈরাচার, সিন্ডিকেট এর বিরুদ্ধে বাংলার মানুষ রুখে দাঁড়িয়েছেন এবং তাতে ভারতীয় জনতা পার্টি মানুষের পাশে দাঁড়িয়েছে। 

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla

https://t.co/IyBrLAKkmI",https://about.twitter.com/products/tweetdeck,88,85,1386656378119286784,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
61,1386655161041362946,TweetDeck,bn,"অষ্টম দফার নির্বাচনে মোদিজীর বিকাশ যাত্রা এবং সোনার বাংলা গড়ার সংকল্পকে বাস্তবায়িত করতে বাংলার জনতা অংশগ্রহণ করবে।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla",https://about.twitter.com/products/tweetdeck,160,242,1386655161041362946,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
62,1386654558315630593,TweetDeck,bn,"বাংলার মানুষদের আমি ধন্যবাদ জানাই যে তারা এই পরিস্থিতিতেও বিপুল সংখ্যক ভোট দান করে বিজেপির পাশে দাঁড়িয়েছে। আমি বিজেপির কার্যকর্তাদেরও ধন্যবাদ জানাই যারা অসম্ভব পরিশ্রম করে জনগণের মতামত গ্রহণে সফল হয়েছে।

- শ্রী @JPNadda
#EbarBJPEbarSonarBangla https://t.co/ucbVZJNsN2",https://about.twitter.com/products/tweetdeck,105,127,1386654558315630593,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
63,1386653141278486529,Twitter Media Studio,en,LIVE : BJP National President Shri @JPNadda addresses a press conference in Kolkata. #EbarBJPEbarSonarBangla  https://t.co/rmbDwjJWTz,https://studio.twitter.com,134,119,1386653141278486529,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
64,1386648976078774273,TweetDeck,en,"RT @narendramodi: Reviewed the work being done by the armed forces in combatting COVID-19, including the efforts to enhance medical capacit…",https://about.twitter.com/products/tweetdeck,6681,0,1386648976078774273,BJP4Bengal,BJP4Bengal,,,,,,,,
65,1386632111763849216,Twitter Media Studio,en,"BJP National President Shri @JPNadda virtually addresses the voters of Jorasanko constituency of West Bengal.

#EbarBJPEbarSonarBangla  https://t.co/eLdnR7IGyz",https://studio.twitter.com,164,128,1386632111763849216,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
66,1386632028615892997,TweetDeck,bn,"খেলা নয় বিকাশ হবে। 

খেলা নয় চাকরি হবে। 

খেলা নয় শিক্ষা হবে। 

#EbarBJPEbarSonarBangla https://t.co/P5hUf1ZCjt",https://about.twitter.com/products/tweetdeck,161,273,1386632028615892997,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
67,1386623038200840196,TweetDeck,bn,"এয়ার ইন্ডিয়া দ্বারা, ৩১৮ ফিলিপস অক্সিজেন কনসেন্ট্রেটর, জে.এফ.কে বিমানবন্দরে দিল্লি যাওয়ার পথে বহন করা হয়েছে।
সিভিল এভিয়েশন সেক্টরের পক্ষ থেকে মূল্যবান মানবজীবন বাঁচানোর  এবং কোভিড -১৯-এর বিরুদ্ধে লড়াইতে ভারতকে উৎসাহী ও আরও শক্তিশালী করার এক প্রচেষ্টা। https://t.co/igT7uo44eq",https://about.twitter.com/products/tweetdeck,126,225,1386623038200840196,BJP4Bengal,BJP4Bengal,,,,,,,,
68,1386608826158174210,TweetDeck,bn,"তৃণমূলের কাউন্টারে এখন শুধুই নিরবতা, ২রা মের ফলাফল আজই দেখা যাচ্ছে। #EbarBJPEbarSonarBangla https://t.co/nt9xMYZgIC",https://about.twitter.com/products/tweetdeck,243,493,1386608826158174210,BJP4Bengal,BJP4Bengal,['EbarBJPEbarSonarBangla'],,,,,,,
